Date,Average of uwind0,Average of uwind1,Average of uwind2,Average of uwind3,Average of uwind4,Average of uwind5,Average of uwind6,Average of uwind7,Average of uwind8,Average of uwind9,Average of uwind10,Average of uwind11,Average of uwind12,Average of uwind13,Average of uwind14,Average of uwind15,Average of uwind16,Average of uwind17,Average of uwind18,Average of uwind19,Average of uwind20,Average of uwind21,Average of uwind22,Average of uwind23,Average of uwind24,Average of uwind25,Average of uwind26,Average of uwind27,Average of uwind28,Average of uwind29,Average of uwind30,Average of uwind31,Average of uwind32,Average of uwind33,Average of uwind34,Average of uwind35
2/25/2004,-1.446363636,-1.170454531,-1.021363624,-1.061818181,-1.861818154,-1.491818193,-1.109545452,-1.011818182,-1.883636368,-1.45363636,-1.050454552,-0.841818171,-1.764090909,-1.383181818,-1.014545457,-0.676363644,-1.685909091,-1.415909091,-0.990454538,-0.507272726,-1.887272705,-1.545454538,-1.037727276,-0.552727243,-2.147272717,-1.68181818,-1.314999998,-1.085909079,-2.053636364,-1.700454538,-1.474090913,-1.441818168,-1.860000005,-1.63999999,-1.485000017,-1.396363613
2/26/2004,3.254545501,2.849090884,2.615454541,2.530909071,2.924545443,2.660909059,2.438181835,2.57954545,3.210909118,2.847727315,2.314545433,2.480909085,3.815454529,3.249090924,2.522272741,2.387272735,3.767272704,3.689545468,3.117727258,2.659545472,3.51727274,3.98136362,3.570454551,3.210909089,3.266818181,3.741363643,3.496363649,3.200909048,3.057272743,3.264545452,3.207272754,3.059545457,3.08272727,3.015909051,2.927272727,2.864999994
2/27/2004,3.771818194,3.605454537,3.446818189,3.342272726,3.447727268,3.324545443,3.221363626,3.132727282,3.216363636,3.107727273,2.992727263,2.884090949,3.015000007,2.900909066,2.800909086,2.758636366,2.877272709,2.873636338,2.802727287,2.727727283,2.791363629,2.893636357,2.815000008,2.715454519,2.6422727,2.768636384,2.695000031,2.596818165,2.460000022,2.531363655,2.518636373,2.450909105,2.324999977,2.406818179,2.496818185,2.575000004
2/28/2004,-2.579565243,-2.102173926,-1.86521739,-1.857391293,-2.562608697,-2.171739135,-1.82478261,-1.773478275,-2.512173923,-2.10304349,-1.680869559,-1.553478245,-2.469130472,-2.053478238,-1.590869554,-1.184782606,-2.359130432,-2.081739129,-1.458695629,-0.723478267,-2.472608675,-2.253478304,-1.470434781,-0.666521732,-2.605217392,-2.218260879,-1.610869559,-1.152173913,-2.377391315,-1.924782598,-1.513913047,-1.364347838,-2.206956519,-1.661739131,-1.192608691,-0.983913058
2/29/2004,-6.005294099,-5.247647117,-4.835294191,-4.747647019,-5.673529372,-5.090588289,-4.607647068,-4.525294122,-5.394705913,-4.83176474,-4.254117643,-4.112941223,-5.151176439,-4.588823543,-4.055294107,-3.867058838,-4.91000003,-4.709411761,-4.294705868,-3.902352894,-5.022941155,-4.887647026,-4.505294127,-4.144705906,-5.188235311,-4.854705895,-4.514117676,-4.267058842,-5.048235332,-4.670588269,-4.365882327,-4.261176509,-4.947647039,-4.527647103,-4.189999952,-4.178823492
3/1/2004,-5.481499958,-4.910000002,-4.580000019,-4.47499994,-5.070000052,-4.661500013,-4.32950002,-4.297000039,-4.884000027,-4.479499972,-4.02700001,-3.9755,-4.805499995,-4.351999962,-3.896500015,-3.803500009,-4.622500026,-4.511999977,-4.198499966,-3.942999983,-4.612499976,-4.665999961,-4.431000018,-4.231999993,-4.634499943,-4.620499969,-4.453000009,-4.306000006,-4.548500013,-4.473000026,-4.367499971,-4.30399996,-4.516000021,-4.378000009,-4.25650003,-4.231999969
3/2/2004,-5.257000017,-4.798000038,-4.541000032,-4.459500003,-4.889000058,-4.578000009,-4.328500021,-4.316000021,-4.684500015,-4.381000018,-4.040999997,-4.037999976,-4.565499973,-4.224999988,-3.905500042,-3.926500022,-4.383500028,-4.356000018,-4.218999958,-4.163000035,-4.273999965,-4.456999993,-4.434500003,-4.444500005,-4.130499971,-4.375499988,-4.398999977,-4.371000016,-3.940500069,-4.186999989,-4.32050004,-4.295999968,-3.744,-4.034500039,-4.276500046,-4.278000009
3/3/2004,-4.359047617,-4.151428586,-4.040476118,-3.974761917,-3.981428555,-3.89619045,-3.866190479,-3.873809565,-3.731904762,-3.705238104,-3.685238089,-3.744285731,-3.519999975,-3.501428593,-3.541428589,-3.734761942,-3.405238129,-3.498095257,-3.685238089,-3.940476202,-3.309523838,-3.46380953,-3.747619004,-4.037619069,-3.148571434,-3.394761931,-3.619523854,-3.756666717,-2.948571409,-3.290000013,-3.551428625,-3.576666684,-2.668571449,-3.158095207,-3.571904807,-3.609523785
3/4/2004,-4.140833338,-3.83541663,-3.656249943,-3.562083383,-3.734166674,-3.538333356,-3.412083363,-3.32166667,-3.324999968,-3.214583367,-3.15375001,-3.065833348,-2.8775,-2.830833326,-2.878333348,-2.976666689,-2.698749993,-2.724583314,-2.867499992,-3.023749992,-2.708333299,-2.677499998,-2.83875001,-2.980833342,-2.653750019,-2.610833347,-2.68166666,-2.727083333,-2.415416653,-2.474999998,-2.547916668,-2.530833334,-2.089999998,-2.329999964,-2.567083304,-2.664166649
3/5/2004,-3.946190471,-3.577142911,-3.349999998,-3.247142834,-3.599047615,-3.309523781,-3.085238102,-2.979047631,-3.239523797,-3.011428595,-2.819047614,-2.68571428,-2.844285684,-2.66761903,-2.568095251,-2.56380952,-2.642857163,-2.612857174,-2.595714302,-2.583333325,-2.646190493,-2.621904793,-2.612380959,-2.564761928,-2.57095239,-2.441904738,-2.320952371,-2.202857132,-2.244285697,-2.100000018,-1.96238096,-1.844285703,-1.930952374,-1.861428574,-1.848095262,-1.945238089
3/6/2004,-1.444166663,-1.179999999,-0.997083339,-0.91666667,-1.240416679,-0.994583327,-0.788749987,-0.622916664,-0.84583333,-0.66166667,-0.544166659,-0.320833334,-0.339583327,-0.24499999,-0.213333349,-0.015416661,-0.154999994,-0.025416661,0.154583342,0.467083304,-0.217916661,-0.012083313,0.35583333,0.831666659,-0.173750003,0.218749984,0.672083335,1.034166683,0.182083319,0.699166635,1.157916667,1.371250001,0.428750002,1.019583337,1.483333346,1.466666672
3/7/2004,2.020476177,2.155238084,2.20619049,2.208571433,2.08714288,2.171904778,2.212857146,2.262857136,2.280952368,2.291428576,2.238571452,2.299523834,2.56095241,2.489523795,2.370000004,2.414285709,2.613809505,2.659999969,2.649047618,2.721428569,2.521428584,2.714761917,2.822857144,2.99000001,2.453809515,2.764761915,2.948095248,3.064761925,2.504761878,2.855714281,3.112380967,3.182380937,2.523809495,2.905238137,3.205714277,3.1990476
3/8/2004,2.93549998,2.845499997,2.733499999,2.682500017,2.942499998,2.802000026,2.628500026,2.61450004,3.064000004,2.822500023,2.50250001,2.455499981,3.279000005,2.94549998,2.553500001,2.451999985,3.24050003,3.169999978,2.906499997,2.720000002,3.207500035,3.317999977,3.164499995,3.06249997,3.246999969,3.325999936,3.251999959,3.181499964,3.345499995,3.328499961,3.271499985,3.253500003,3.527500021,3.399999976,3.289000005,3.301499999
3/9/2004,1.475416672,1.38291666,1.318750015,1.29708335,1.46041665,1.366250006,1.274166659,1.259999987,1.522083346,1.39916669,1.246666674,1.204166663,1.626666646,1.471249987,1.292083342,1.235000006,1.613750016,1.575416691,1.455833321,1.370000001,1.635833331,1.642500004,1.57416665,1.523333339,1.706666696,1.646249979,1.582916676,1.540000011,1.778333315,1.657083355,1.556249991,1.535833351,1.899166671,1.719166656,1.578749995,1.61375001
3/10/2004,2.632857165,2.582380959,2.536666667,2.523809522,2.624761881,2.55571425,2.411904766,2.287142859,2.522380957,2.346666668,2.117142856,1.943333332,2.447142845,2.205714294,1.922857162,1.735238114,2.343809471,2.240476186,1.950000012,1.634285728,2.371904785,2.33666667,2.009047676,1.665714279,2.410476178,2.239047612,1.939523779,1.697142827,2.3,2.012380952,1.735714276,1.62047618,2.28952379,1.894285663,1.575714283,1.599047639
3/11/2004,-3.24449998,-2.798499981,-2.535999984,-2.454000005,-2.949999981,-2.612000005,-2.328999992,-2.271999994,-2.782000002,-2.446000018,-2.079500005,-1.987500028,-2.679499976,-2.316000002,-1.931500015,-1.722499993,-2.527999982,-2.376000018,-1.981,-1.553500007,-2.549500009,-2.509499992,-2.069999994,-1.611000001,-2.570500025,-2.384499976,-1.995999987,-1.680500007,-2.4075,-2.077500005,-1.742500005,-1.59750001,-2.374500003,-1.890500014,-1.48449999,-1.422499999
3/12/2004,-1.727272737,-1.563181815,-1.440909085,-1.343636368,-1.296363636,-1.225454551,-1.21818182,-1.193181802,-0.997727261,-1.006363624,-1.037727289,-1.05000002,-0.722727271,-0.757272723,-0.839090907,-0.936363643,-0.609090923,-0.661818192,-0.769090907,-0.86727273,-0.568636362,-0.615909106,-0.710000004,-0.759090911,-0.457272725,-0.464999988,-0.454545436,-0.421818183,-0.265454536,-0.233636352,-0.184545474,-0.114999998,-0.111363628,-0.074090914,-0.055000006,-0.106363639
3/13/2004,-2.423684226,-2.150526339,-2.022631578,-1.966842127,-2.138947379,-1.963684212,-1.856842079,-1.845263161,-1.965789497,-1.847894741,-1.74421053,-1.737894727,-1.817894753,-1.719473673,-1.647894732,-1.673157883,-1.716842095,-1.711578951,-1.678947373,-1.650526309,-1.718421046,-1.72789472,-1.701578941,-1.655263151,-1.682105253,-1.61789473,-1.537894735,-1.459473706,-1.461578918,-1.394736841,-1.325789489,-1.257894736,-1.244736855,-1.200526318,-1.173684205,-1.18473687
3/14/2004,-4.520476211,-4.296666651,-4.140952423,-4.060952397,-4.178571383,-4.043333309,-3.955714317,-3.870000027,-3.798095235,-3.730476164,-3.704761931,-3.628095264,-3.378095271,-3.364761917,-3.452857159,-3.602380946,-3.229523867,-3.28190474,-3.513809511,-3.792857125,-3.261904743,-3.219523851,-3.516666656,-3.819047644,-3.262857138,-3.230476181,-3.424761869,-3.584761915,-3.150952376,-3.260952376,-3.413809544,-3.456190438,-2.910952361,-3.224285722,-3.514761925,-3.603333337
3/15/2004,-4.04181818,-3.967272758,-3.884545456,-3.809999986,-3.725454526,-3.694090906,-3.694545442,-3.546363663,-3.219090905,-3.289090929,-3.449545467,-3.299545451,-2.586363649,-2.766818167,-3.071363663,-3.1822727,-2.431818194,-2.488181854,-2.782727253,-3.027272699,-2.452272708,-2.34136363,-2.561818194,-2.721363635,-2.356818166,-2.272727277,-2.362727285,-2.432727271,-2.102272738,-2.148636363,-2.226818195,-2.215909098,-1.736363648,-1.988636354,-2.232727289,-2.299999983
3/16/2004,0.39347826,0.416521735,0.459565206,0.512173924,0.515217381,0.562173943,0.587826088,0.684782604,0.738260856,0.730434809,0.666956523,0.791739118,1.041739117,0.966086947,0.832173941,0.839565211,1.10695653,1.118695678,1.037391316,1.007391324,1.002608713,1.18347825,1.175652194,1.231304347,0.923043487,1.278260855,1.422608705,1.511739108,0.999130406,1.408695662,1.70260868,1.792173937,1.02913044,1.475652203,1.823478251,1.724782623
3/17/2004,2.640476193,2.688571453,2.651428597,2.592857134,2.571904733,2.563333307,2.520476171,2.507142862,2.631904772,2.555238111,2.41761903,2.395238087,2.773809529,2.621904788,2.418095242,2.352857153,2.754285727,2.732857154,2.573333332,2.441428548,2.673809523,2.810952397,2.692857152,2.590476195,2.604285745,2.760476186,2.703333321,2.627619039,2.622380938,2.6804762,2.658571402,2.627619039,2.727619046,2.6757143,2.619999988,2.609047617
3/18/2004,-1.416666674,-1.381428565,-1.386190469,-1.371904771,-1.238095249,-1.262857167,-1.318095267,-1.332380955,-1.101428582,-1.177619069,-1.279047609,-1.329523807,-0.96190477,-1.064761917,-1.221428576,-1.418095214,-0.925238102,-1.0295238,-1.284285718,-1.583333334,-0.884285726,-0.962857126,-1.282380945,-1.584285713,-0.780952385,-0.85714285,-1.034285721,-1.150952393,-0.610000021,-0.730952387,-0.83904762,-0.829523793,-0.397619048,-0.609999998,-0.803333321,-0.910000006
3/19/2004,-1.409090886,-1.5081818,-1.579090899,-1.555454536,-1.172272725,-1.325454555,-1.506818178,-1.595000007,-1.091818186,-1.30318183,-1.524090913,-1.702272724,-1.051818174,-1.267272732,-1.540909087,-1.919090916,-1.064545457,-1.282272731,-1.755909112,-2.352727294,-1.006363635,-1.174090894,-1.820454546,-2.492272718,-0.942727272,-1.192272732,-1.680454539,-2.05272726,-0.996818176,-1.366818169,-1.721818165,-1.84136362,-0.946363613,-1.450909082,-1.870909106,-1.96136363
3/20/2004,-3.951666701,-4.092777802,-4.113333298,-4.049999999,-3.664444411,-3.826111191,-3.96388893,-3.98555553,-3.531666672,-3.680555569,-3.796111133,-3.893888871,-3.475555531,-3.574999981,-3.682777782,-3.910555561,-3.447777804,-3.58666673,-3.83333336,-4.152222196,-3.305555597,-3.540000028,-3.889444451,-4.274444461,-3.123888913,-3.558333293,-3.916111098,-4.157222218,-3.103888894,-3.641666664,-4.061666687,-4.164444486,-2.987777781,-3.653888901,-4.197222206,-4.232222226
3/21/2004,-1.422,-1.123000005,-0.9715,-0.931999977,-1.192000012,-0.991499981,-0.856500006,-0.764000019,-0.838000005,-0.727999979,-0.687000005,-0.573999995,-0.397500035,-0.37849998,-0.453500026,-0.472999981,-0.258499956,-0.233000009,-0.320999976,-0.382499987,-0.363500017,-0.180500022,-0.22699998,-0.239500019,-0.44050003,-0.14750001,-0.08599997,-0.064000013,-0.328500003,-0.082999989,0.060000002,0.096000009,-0.177000004,0.012499975,0.154999995,0.133999992
3/22/2004,1.014347829,1.113043477,1.112608708,1.07217391,1.006521724,1.038695662,1.030869562,1.023913043,1.106086945,1.071739113,0.988260856,0.973043481,1.268260854,1.171304329,1.031739133,1.005217388,1.271739122,1.283913049,1.205652153,1.172173908,1.176956532,1.340869565,1.323478269,1.324782602,1.070869562,1.273478255,1.284782604,1.258260858,1.046521746,1.17608697,1.216086962,1.190434785,1.091304346,1.154347831,1.202608686,1.22652174
3/23/2004,-4.860909098,-4.183636379,-3.837272777,-3.791818179,-4.681818156,-4.147727283,-3.692272711,-3.643181818,-4.537727305,-3.997272721,-3.432272717,-3.316818179,-4.430454543,-3.876363629,-3.328181776,-3.110454556,-4.251818152,-4.031363632,-3.57954546,-3.151363641,-4.445909102,-4.222272687,-3.803636346,-3.422727295,-4.767272703,-4.286818182,-3.925454512,-3.696363644,-4.814999985,-4.285000025,-3.897727234,-3.829090931,-4.905000005,-4.269545459,-3.732727246,-3.647272695
3/24/2004,-6.984545469,-6.211818132,-5.778636391,-5.670454589,-6.58681811,-5.995000016,-5.496818174,-5.409090931,-6.288636316,-5.700909116,-5.084999984,-4.940909071,-6.048636415,-5.441818172,-4.854090897,-4.661818125,-5.794999968,-5.584545461,-5.135909113,-4.718181805,-5.939090967,-5.778636304,-5.375454599,-4.997272697,-6.175909086,-5.760909124,-5.385909113,-5.126818137,-6.140454574,-5.631818208,-5.228181839,-5.119999994,-6.187727278,-5.549090949,-5.012727282,-4.979090951
3/25/2004,-6.852857113,-6.121428581,-5.715238128,-5.61809525,-6.487619059,-5.93190477,-5.459523769,-5.411904789,-6.22761908,-5.665238108,-5.06714285,-4.982380958,-6.035714354,-5.444285699,-4.887142897,-4.818571431,-5.787142822,-5.648571446,-5.338571401,-5.129047632,-5.86761906,-5.831904752,-5.664285705,-5.539999962,-6.020952361,-5.789047673,-5.606190466,-5.475714309,-5.95714283,-5.664761907,-5.433809553,-5.359047583,-5.947619052,-5.595714251,-5.31142857,-5.336666686
3/26/2004,-6.362381027,-5.988571428,-5.743809496,-5.641904774,-5.955714339,-5.701904808,-5.490476188,-5.468095223,-5.722857135,-5.464285703,-5.163333314,-5.155714308,-5.585238093,-5.277142797,-4.991428591,-5.049047652,-5.429523809,-5.400952373,-5.314761945,-5.317142884,-5.463333357,-5.490000044,-5.530000028,-5.618095194,-5.565238044,-5.537619023,-5.580000037,-5.625238101,-5.64190474,-5.622857094,-5.627619017,-5.650476161,-5.715238094,-5.670476119,-5.622380961,-5.625714291
3/27/2004,-5.788421041,-5.493157864,-5.294736799,-5.196315816,-5.319999971,-5.159473708,-5.048421069,-4.988947354,-4.938947364,-4.827368397,-4.720000054,-4.686315787,-4.592105326,-4.487894736,-4.442105293,-4.542631614,-4.418947358,-4.446842093,-4.526315789,-4.638421084,-4.384736839,-4.43684209,-4.565789461,-4.707368412,-4.32210527,-4.433684211,-4.55368421,-4.631052594,-4.217368389,-4.411052629,-4.575263199,-4.603157884,-4.038947388,-4.347368454,-4.607368432,-4.619999973
3/28/2004,-2.898999989,-2.62950002,-2.506000032,-2.463499988,-2.581499971,-2.437499979,-2.370000002,-2.327000044,-2.233499998,-2.192500022,-2.21099997,-2.18749999,-1.837000006,-1.870500025,-2.022500005,-2.244500008,-1.705000025,-1.793000025,-2.110500009,-2.492999995,-1.759000033,-1.710500014,-2.118999994,-2.527500015,-1.803500015,-1.721499991,-1.96449999,-2.174999996,-1.775500005,-1.806999993,-1.914999993,-1.965500014,-1.651999998,-1.843500016,-2.036499972,-2.163499987
3/29/2004,-0.963809528,-1.279523821,-1.43000001,-1.434761906,-0.882857141,-1.19476191,-1.474761919,-1.648095233,-0.997619054,-1.286666665,-1.529047608,-1.842857139,-1.213809496,-1.433809536,-1.642857157,-2.017142864,-1.304761913,-1.528095247,-1.910476208,-2.421904763,-1.138095237,-1.457142857,-2.021904781,-2.65380953,-0.973809527,-1.55476191,-2.120952379,-2.530952408,-1.111904758,-1.830952392,-2.420476175,-2.604285734,-1.125714278,-1.980476198,-2.666190494,-2.637142874
3/30/2004,-0.581249986,-0.426249991,-0.349583334,-0.321666668,-0.412499995,-0.324583319,-0.289583326,-0.247500002,-0.135000011,-0.136249994,-0.203750005,-0.175416668,0.224999988,0.139583336,-0.037083322,-0.143333334,0.312500025,0.281250027,0.07875,-0.110833334,0.215833342,0.367083326,0.18208332,0.012083349,0.107916684,0.311250002,0.225000014,0.12041665,0.040416662,0.175416678,0.204583321,0.168333332,0.032916651,0.102083348,0.146666687,0.134166643
3/31/2004,3.979565237,3.94478261,3.88391304,3.84260868,3.915652192,3.863478267,3.788695677,3.798260865,4.024782616,3.896521724,3.695652174,3.695217392,4.240869564,4.023913031,3.747391286,3.678260881,4.219565215,4.200434778,4.017391288,3.893043461,4.125217396,4.309565233,4.210869582,4.142608668,4.03956518,4.236521752,4.196086966,4.125217396,3.970000029,4.09260867,4.116521752,4.07913037,3.966956512,4.016956557,4.047391311,4.018260883
4/1/2004,5.765000029,5.542272698,5.322272778,5.192272728,5.454090964,5.245000016,5.03363631,4.940454526,5.320909077,5.057272738,4.729545463,4.595454552,5.28863637,4.950909073,4.555454525,4.33000001,5.140909032,5.02500002,4.612727263,4.17090909,5.081818212,5.164090915,4.709090905,4.235000058,5.004545504,5.001363646,4.632727309,4.304090868,4.835454583,4.643636357,4.373181831,4.217727304,4.831363635,4.465909058,4.165454529,4.153636401
4/2/2004,4.61045457,4.423636371,4.228181839,4.139090912,4.528636358,4.308181817,4.048636328,4.011363647,4.729545452,4.360454581,3.856818199,3.752272709,5.114090898,4.584090926,3.91909091,3.603181812,5.061363643,4.888181838,4.274545464,3.69727274,4.974545446,5.145909082,4.583636392,4.057272727,4.940909093,5.023636374,4.624545455,4.273636352,4.926818197,4.741363645,4.444090919,4.301818187,5.149090854,4.665454529,4.247272741,4.204545465
4/3/2004,4.547727249,4.340909107,4.13227272,4.034090898,4.469090868,4.214545423,3.92227272,3.872272752,4.611818129,4.219090928,3.706818201,3.583636376,4.904545426,4.374090899,3.726818171,3.418636355,4.825909089,4.647272711,4.055909097,3.492272697,4.768636357,4.894090902,4.345909064,3.820454549,4.760909124,4.762272737,4.347272721,3.989090903,4.699090871,4.453636397,4.12636364,3.972272737,4.85500003,4.34181817,3.905909094,3.863181851
4/4/2004,4.744499993,4.618999994,4.474999976,4.412,4.761999977,4.579500008,4.337499994,4.341999978,5.078500009,4.715500021,4.198499984,4.142000037,5.594499993,5.047499979,4.35450002,4.110500085,5.585500014,5.440500021,4.886499989,4.429500031,5.517999959,5.712000024,5.295000041,4.943500018,5.551000011,5.636000037,5.352500033,5.100999999,5.65799998,5.483500075,5.226499987,5.125000048,5.992500043,5.51500001,5.098999989,5.076499999
4/5/2004,2.276086929,2.3278261,2.277826095,2.213913064,2.234782598,2.206086971,2.137391306,2.066086951,2.240434772,2.148260872,2.014782624,1.901304347,2.282608694,2.141304357,1.961739127,1.846956514,2.240000017,2.202608698,2.037391298,1.877826094,2.196086956,2.265652181,2.107826063,1.94391305,2.144782605,2.175217393,2.037826097,1.906521747,2.088260868,2.010434773,1.886956507,1.8173913,2.127826067,1.950434765,1.805652185,1.826521741
4/6/2004,-0.544545443,-0.310909069,-0.246363637,-0.264999991,-0.496363643,-0.357727265,-0.265909099,-0.309090914,-0.501363636,-0.392727271,-0.289545455,-0.336818182,-0.52181819,-0.422727278,-0.378181818,-0.574090915,-0.494545453,-0.563181814,-0.75454546,-1.084090912,-0.526818173,-0.575000007,-0.959545457,-1.39727272,-0.606818186,-0.626818183,-0.906818186,-1.139999996,-0.666818175,-0.782727277,-0.94636364,-1.023181831,-0.641818186,-0.882727277,-1.105454559,-1.251818198
4/7/2004,-0.952105267,-0.69473685,-0.560526319,-0.491578968,-0.649473683,-0.479999997,-0.380526314,-0.338947359,-0.441052639,-0.340526319,-0.265789466,-0.221052639,-0.235789469,-0.171052645,-0.170000001,-0.275789483,-0.125789478,-0.175263155,-0.314736846,-0.515263156,-0.097894752,-0.158421065,-0.384736847,-0.597368407,-0.03368422,-0.046315795,-0.136842103,-0.192105267,0.065263149,0.082105262,0.09421052,0.130000008,0.140000012,0.124210526,0.079473683,-0.032105274
